satisfaction_level,last_evaluation,number_project,average_monthly_hours,tenure,work_accident,left,promotion_last_5years,department,salary
0.64,0.67,3,143,6,0,0,0,sales,medium
0.17,0.76,4,280,5,0,0,0,hr,low
0.34,0.46,3,155,10,0,0,0,product_mng,medium
0.82,0.79,3,160,3,0,0,0,sales,medium
0.78,0.8,3,135,7,0,0,0,sales,medium
0.83,0.59,5,160,4,0,0,0,product_mng,low
0.57,0.66,3,268,3,0,0,0,sales,low
0.5,0.68,4,161,3,0,0,0,sales,medium
0.75,0.74,4,153,2,0,0,0,marketing,medium
0.87,0.97,5,151,3,0,0,0,RandD,medium
0.81,0.85,4,251,6,0,1,0,hr,medium
0.45,0.53,2,155,3,0,1,0,IT,low
0.5,0.75,6,127,3,0,0,0,sales,low
0.84,0.85,4,207,10,0,0,0,sales,low
0.82,0.89,5,217,5,0,1,0,sales,high
0.88,1,5,219,5,0,1,0,technical,low
0.74,0.55,4,262,3,0,0,0,support,low
0.78,0.71,4,296,3,0,1,0,hr,low
0.9,0.96,3,223,4,0,0,0,sales,high
0.37,0.57,2,130,3,0,1,0,sales,low
0.63,0.94,3,172,3,0,0,0,management,medium
0.76,0.91,4,219,5,0,1,0,sales,low
0.11,0.83,6,306,4,0,1,0,support,low
0.44,0.49,2,130,3,0,1,0,sales,medium
0.89,0.85,5,266,5,0,1,0,sales,low
0.91,0.59,5,162,2,0,0,0,sales,low
0.78,0.87,3,191,3,1,0,0,support,medium
0.84,0.75,3,184,3,0,0,0,sales,medium
0.7,0.88,3,166,5,0,0,0,technical,low
0.7,0.58,5,168,3,0,0,0,management,low
0.5,0.7,4,201,4,0,0,0,RandD,medium
0.73,0.88,5,204,5,0,0,0,sales,low
0.96,0.84,3,264,3,0,0,0,RandD,low
0.63,0.67,5,263,3,0,0,0,technical,medium
0.09,0.93,6,273,5,0,1,0,sales,low
0.89,0.82,5,224,6,0,1,0,RandD,low
0.83,0.95,5,258,5,0,1,0,technical,low
0.94,0.9,4,144,4,0,0,0,support,low
0.62,0.75,5,165,4,0,0,0,sales,medium
0.66,0.58,3,157,2,0,0,0,support,medium
0.63,0.62,4,184,4,0,0,0,support,medium
0.71,0.66,5,187,2,0,0,0,sales,medium
0.36,0.49,2,145,3,0,1,0,technical,medium
0.11,0.79,6,244,4,1,1,0,sales,medium
0.37,0.51,2,128,3,0,1,0,technical,medium
0.11,0.94,6,277,5,0,1,0,technical,low
0.42,0.96,3,270,6,0,0,0,support,low
0.67,0.59,3,177,3,1,0,0,IT,low
0.94,0.83,2,185,3,1,0,0,technical,medium
0.62,0.79,4,216,2,1,0,0,technical,low
0.44,0.53,2,155,3,0,1,0,product_mng,medium
0.2,0.9,6,138,3,0,1,0,technical,low
0.73,1,5,274,5,0,1,0,product_mng,low
0.1,0.85,7,310,5,0,1,0,marketing,low
0.48,0.85,3,279,4,0,0,0,IT,low
0.1,0.83,6,258,4,0,1,0,management,low
0.38,0.51,2,138,3,0,1,0,technical,low
0.1,0.89,6,246,4,0,1,0,sales,low
0.68,0.67,4,162,10,0,0,0,management,high
0.11,0.89,7,257,4,0,1,0,technical,low
0.19,0.8,6,157,6,1,0,0,sales,low
0.17,0.84,5,232,3,0,1,0,sales,low
0.83,0.94,4,264,5,0,1,0,sales,low
0.78,0.76,5,168,4,1,0,0,sales,low
0.09,0.91,6,275,4,0,1,0,support,low
0.83,0.5,6,165,3,0,0,0,management,medium
0.4,0.65,2,296,5,0,1,0,sales,medium
0.44,0.53,2,140,3,0,1,0,sales,low
0.22,0.81,5,205,4,0,0,0,RandD,low
0.97,0.55,5,212,6,0,0,0,sales,high
0.56,0.94,4,215,2,0,0,0,technical,high
0.45,0.52,2,147,3,0,1,0,technical,low
0.82,0.79,4,224,2,0,0,0,support,low
0.96,0.97,6,137,10,0,0,0,sales,low
0.4,0.57,2,160,3,0,1,0,accounting,low
0.11,0.55,2,137,3,1,1,0,RandD,low
0.24,0.56,4,281,7,0,0,0,sales,medium
0.42,0.56,2,128,3,0,1,0,accounting,low
0.11,0.89,6,272,4,0,1,0,product_mng,medium
0.76,0.6,4,177,2,0,0,0,support,low
0.91,0.68,4,132,4,0,0,0,IT,medium
0.44,0.51,2,145,3,0,1,0,marketing,low
0.41,0.55,2,151,3,0,1,0,sales,low
0.73,0.92,6,189,3,1,0,0,sales,medium
0.72,0.85,5,244,6,0,1,0,sales,low
1,0.86,2,264,3,0,0,0,IT,medium
0.34,0.72,3,118,4,0,0,0,IT,low
0.95,0.67,3,183,3,0,0,0,support,medium
0.1,0.97,7,284,4,0,1,0,support,low
0.91,0.95,5,241,5,0,1,0,sales,medium
0.87,0.71,5,145,4,0,0,0,technical,medium
0.14,0.52,4,217,6,0,0,0,sales,low
0.09,0.89,7,308,5,0,1,0,hr,medium
0.5,0.59,4,214,3,1,0,0,technical,low
0.09,0.85,6,297,4,0,1,0,hr,medium
0.8,0.75,4,224,3,0,0,1,sales,medium
0.5,0.9,5,226,2,0,0,0,management,high
0.5,0.86,3,253,2,0,0,0,RandD,low
0.4,0.56,2,130,3,1,1,0,sales,medium
0.85,0.63,4,154,3,0,0,0,hr,low
0.84,0.58,4,208,3,0,0,0,accounting,medium
0.51,0.69,3,145,2,1,0,0,RandD,medium
0.74,0.82,4,239,6,0,1,0,IT,low
0.38,0.49,2,145,3,0,1,0,IT,low
0.88,0.87,4,235,6,0,1,0,management,low
0.76,0.98,5,217,6,0,1,0,product_mng,medium
0.65,0.99,4,200,4,0,0,0,technical,low
0.81,0.77,3,221,2,0,0,0,technical,low
0.86,0.94,5,224,5,0,1,0,marketing,medium
0.89,0.84,2,252,3,0,0,0,technical,medium
0.1,0.92,6,279,4,0,1,0,sales,medium
0.78,0.57,3,209,3,0,0,0,product_mng,medium
0.1,0.9,6,301,5,0,1,0,technical,low
0.64,0.63,3,156,6,1,0,0,support,low
0.43,0.54,2,142,3,0,1,0,support,low
0.82,0.76,3,219,8,1,0,0,IT,low
0.23,0.7,3,123,5,0,0,0,sales,medium
0.99,0.56,3,193,3,1,0,0,technical,medium
0.61,0.61,4,246,2,0,0,0,accounting,low
0.79,0.93,4,226,5,0,1,0,sales,low
0.39,0.48,2,127,3,0,1,0,accounting,medium
0.11,0.86,6,245,4,0,1,0,support,low
0.7,0.54,3,194,2,1,0,0,IT,low
0.6,0.91,2,168,4,0,0,0,hr,low
0.86,0.91,5,245,5,0,1,0,support,medium
0.85,0.55,4,260,2,1,0,0,sales,low
0.28,0.45,6,218,4,0,1,0,accounting,low
0.41,0.5,2,153,3,0,1,0,technical,medium
0.11,0.86,6,254,4,0,1,0,sales,medium
0.4,0.46,2,135,3,0,1,0,technical,low
0.37,0.46,2,157,3,0,1,0,IT,low
0.43,0.49,2,160,3,0,1,0,technical,medium
0.1,0.84,5,303,5,0,1,0,accounting,medium
0.9,0.85,3,158,7,0,0,0,marketing,medium
0.72,0.95,5,271,5,0,1,0,support,low
0.44,0.56,2,145,3,0,1,0,technical,low
0.38,0.57,2,152,3,1,1,0,hr,low
0.95,0.66,5,192,3,0,0,0,marketing,medium
0.39,0.54,2,133,3,0,1,0,marketing,low
0.71,0.62,3,258,2,0,0,0,technical,medium
0.78,0.81,4,232,3,0,0,0,sales,medium
0.75,0.77,4,136,3,0,0,0,management,medium
0.4,0.57,2,152,3,0,1,0,sales,low
0.36,0.78,2,151,4,0,1,0,technical,low
0.43,0.54,2,153,3,0,1,0,sales,low
0.48,0.93,3,219,6,0,1,0,technical,low
0.83,0.98,5,189,4,1,0,0,management,low
0.76,0.95,4,259,5,0,1,0,RandD,low
0.63,0.61,4,171,3,0,0,0,sales,low
0.38,0.5,2,140,3,0,1,0,sales,low
0.85,0.67,3,176,2,0,0,0,IT,medium
0.14,0.38,5,115,6,1,0,0,marketing,high
0.41,0.51,2,156,3,0,1,0,technical,medium
0.1,0.83,6,283,5,0,1,0,support,medium
0.9,0.93,3,209,3,0,0,0,product_mng,medium
0.72,1,5,264,5,0,1,0,technical,medium
0.09,0.9,6,287,4,0,1,0,technical,low
0.81,0.83,3,196,2,0,0,0,technical,low
0.48,0.94,3,162,3,1,0,0,sales,medium
0.86,0.83,4,208,3,1,0,0,IT,low
0.37,0.53,2,131,3,0,1,0,sales,low
0.66,0.46,4,204,4,0,0,0,product_mng,low
0.49,0.98,3,267,2,0,0,0,technical,low
0.65,0.9,6,217,4,1,0,1,RandD,medium
0.45,0.55,2,155,3,0,1,0,technical,low
0.89,0.59,3,265,8,0,0,0,RandD,low
0.57,0.85,4,164,3,0,0,0,sales,low
0.7,0.76,4,173,2,0,0,0,support,medium
0.57,0.88,4,140,2,0,0,0,support,medium
0.18,0.61,5,174,6,0,0,0,sales,medium
0.82,0.73,4,195,5,1,0,0,technical,medium
0.44,0.52,2,128,3,0,1,0,technical,medium
0.94,0.91,3,163,3,0,0,0,support,medium
0.8,0.53,3,217,3,0,0,0,management,high
0.42,0.89,6,188,5,1,0,0,sales,low
0.11,0.8,7,296,4,0,1,0,sales,low
0.84,0.86,5,240,5,0,1,0,accounting,medium
0.37,0.47,2,151,3,0,1,0,sales,medium
0.99,1,4,223,2,1,0,0,product_mng,low
0.24,0.55,5,208,5,0,0,0,RandD,low
0.11,0.78,6,245,4,0,1,0,technical,low
0.11,0.86,6,279,4,0,1,0,support,medium
0.36,0.51,2,155,3,0,1,0,support,low
0.82,0.85,5,248,5,0,1,0,sales,low
0.66,0.5,3,139,10,1,0,0,sales,low
0.41,0.56,2,154,3,0,1,0,technical,low
0.45,0.46,2,142,3,0,1,0,product_mng,low
0.09,0.89,7,310,4,0,1,0,support,low
0.92,1,5,259,5,0,1,0,IT,low
0.55,0.9,4,273,2,1,0,0,sales,low
0.98,0.44,4,154,6,1,0,0,sales,medium
0.88,1,5,219,6,1,1,0,technical,low
0.12,0.93,6,257,6,1,0,0,RandD,low
0.41,0.48,2,141,3,0,1,0,IT,low
0.91,1,4,251,6,0,1,0,technical,low
0.7,0.87,3,260,2,0,0,0,management,low
0.72,0.87,5,223,5,0,1,0,sales,low
0.45,0.57,2,134,3,0,1,0,sales,low
0.42,0.47,2,157,3,0,1,0,accounting,low
0.39,0.55,2,156,3,0,1,0,product_mng,medium
0.61,0.68,3,193,2,0,0,0,marketing,medium
0.66,0.47,7,156,2,0,1,0,management,medium
0.72,0.86,5,251,5,0,1,0,sales,low
0.59,0.53,5,169,3,0,0,0,technical,low
0.44,0.54,2,149,3,0,1,0,hr,low
0.42,0.54,2,143,3,1,1,0,sales,low
0.4,0.46,2,146,3,0,1,0,sales,low
0.1,0.91,6,262,5,1,1,0,technical,low
0.56,0.75,5,143,5,0,0,0,support,medium
0.59,1,2,155,5,0,1,0,sales,low
0.73,0.97,5,235,5,0,1,0,hr,low
0.82,0.82,3,164,3,0,0,0,technical,high
0.99,0.84,4,142,10,0,0,0,technical,high
0.74,0.58,4,148,2,0,0,0,product_mng,medium
0.72,0.82,5,287,3,0,0,0,technical,medium
0.1,0.96,6,275,4,0,1,0,technical,low
0.11,0.83,6,295,4,0,1,0,support,medium
0.92,0.93,5,240,5,0,1,0,sales,low
0.4,0.53,2,155,3,0,1,0,IT,high
0.45,0.5,2,126,3,0,1,0,technical,low
0.19,0.79,4,229,4,0,0,0,product_mng,medium
0.43,0.52,2,147,3,0,1,0,sales,low
0.25,0.65,3,264,4,0,0,0,management,low
0.78,0.89,4,137,3,0,0,0,IT,medium
0.75,0.86,5,237,5,0,1,0,support,high
0.42,0.55,2,148,3,0,1,0,sales,low
0.74,0.86,5,262,5,0,1,0,RandD,low
0.44,0.42,4,159,4,0,0,0,technical,medium
0.73,0.97,3,174,3,0,0,0,sales,low
0.48,0.94,5,255,6,0,0,0,accounting,medium
0.39,0.51,2,155,3,0,1,0,management,low
0.91,0.67,2,255,4,0,0,0,accounting,low
0.63,0.83,4,145,4,0,0,0,support,medium
0.09,0.87,3,214,2,0,1,0,support,medium
0.83,0.98,4,249,5,0,1,0,support,low
0.63,0.93,4,233,3,0,0,0,IT,medium
0.55,0.86,4,169,6,0,0,0,IT,medium
0.09,0.82,6,251,4,0,1,0,support,low
0.82,0.55,3,217,4,1,0,0,technical,medium
0.11,0.86,6,286,4,0,1,0,support,low
0.1,0.9,7,290,4,0,1,0,sales,low
0.91,0.87,4,235,5,0,1,0,technical,low
0.83,0.8,3,240,8,0,0,0,sales,low
0.87,0.85,5,221,6,0,1,0,support,medium
0.75,0.9,5,256,5,0,1,0,support,low
0.92,0.91,4,222,2,0,0,0,support,low
0.91,0.77,3,144,3,0,0,0,sales,medium
0.65,0.82,5,265,3,0,0,0,IT,low
0.71,0.68,3,231,2,1,0,0,product_mng,low
0.82,0.74,3,232,3,0,0,0,hr,low
1,0.86,4,161,2,0,0,0,marketing,high
0.74,1,4,192,4,0,0,0,technical,high
0.39,0.57,2,158,3,0,1,0,technical,high
0.41,0.56,2,143,3,0,1,0,technical,medium
0.42,0.56,2,133,3,0,1,0,sales,low
0.97,0.5,3,225,2,0,0,0,support,medium
0.87,1,4,258,5,1,1,1,sales,medium
0.1,0.92,5,272,4,0,1,0,sales,medium
0.82,0.62,4,202,2,0,0,0,accounting,low
0.96,0.88,4,165,2,0,0,0,technical,medium
0.64,0.55,4,167,3,1,0,0,technical,medium
0.99,0.67,5,153,2,0,0,0,RandD,low
0.88,0.74,5,245,2,0,0,0,sales,medium
0.09,0.78,6,260,4,0,1,0,IT,medium
0.81,0.76,4,177,3,0,0,0,support,medium
0.39,0.53,2,146,3,0,1,0,sales,low
0.37,0.49,3,177,3,0,0,0,marketing,high
0.66,0.59,4,179,3,0,0,0,technical,low
0.92,0.68,4,138,7,0,0,0,sales,medium
0.4,0.48,2,132,3,0,1,0,technical,low
0.09,0.77,6,256,5,0,1,0,support,medium
0.42,0.52,2,151,3,0,1,0,sales,medium
0.84,0.99,2,184,2,0,0,0,sales,high
0.64,0.9,6,252,2,0,1,0,sales,low
0.92,0.6,3,179,2,0,0,0,IT,low
0.22,0.74,3,199,6,0,0,0,accounting,medium
0.4,0.49,2,149,3,0,1,0,marketing,low
0.36,0.56,2,159,3,0,1,0,sales,medium
0.79,0.96,4,234,5,0,1,0,marketing,low
0.6,0.77,4,157,4,0,0,0,product_mng,low
0.61,0.83,4,245,3,1,0,1,technical,low
0.87,0.55,4,197,3,0,0,0,technical,high
0.67,0.93,3,206,3,0,0,0,RandD,low
0.87,0.97,5,250,6,0,1,0,support,low
0.39,0.48,2,161,3,0,1,0,IT,low
0.48,0.67,4,220,3,0,0,1,management,medium
0.75,0.97,5,243,6,0,1,0,technical,medium
0.37,0.41,2,113,3,0,0,1,RandD,medium
0.15,0.53,6,222,3,0,0,0,technical,medium
0.89,0.79,4,133,2,0,0,0,support,medium
0.88,0.86,5,258,5,0,1,0,support,low
0.81,1,5,235,5,0,1,0,accounting,low
0.43,0.55,2,159,3,0,1,0,RandD,low
0.44,0.49,2,145,3,0,1,0,sales,low
0.74,0.6,4,274,10,1,0,0,management,medium
0.38,0.94,5,252,5,0,0,0,sales,low
0.22,0.52,5,147,5,1,0,0,RandD,low
0.5,0.86,3,180,7,0,0,1,management,high
0.09,0.78,6,254,4,0,1,0,support,low
0.85,0.64,4,162,3,0,0,0,support,medium
0.63,0.76,4,245,3,0,0,0,hr,low
0.75,0.89,5,276,5,0,1,0,RandD,low
0.09,0.79,6,276,4,0,1,0,sales,medium
0.39,0.48,2,141,3,0,1,0,product_mng,medium
0.84,0.54,4,160,3,0,0,0,marketing,medium
0.49,0.59,5,140,3,0,0,0,support,high
0.39,0.5,2,142,3,0,1,0,hr,medium
0.77,0.75,3,170,7,0,0,0,sales,low
0.2,0.53,5,272,5,0,0,0,product_mng,low
0.44,0.45,2,132,3,0,1,0,sales,low
0.1,0.81,6,309,4,0,1,0,technical,low
0.66,0.65,5,161,3,0,0,0,support,medium
0.41,0.48,2,126,3,0,1,0,technical,low
0.74,0.38,2,126,3,0,0,0,sales,medium
0.94,0.94,3,255,3,0,0,0,IT,low
0.11,0.89,6,284,4,0,1,0,RandD,low
0.86,0.94,3,151,2,0,0,0,technical,low
0.44,0.53,2,149,3,0,1,0,sales,low
0.09,0.86,6,291,4,0,1,0,product_mng,low
0.19,0.51,5,226,3,0,0,0,sales,medium
0.46,0.52,2,148,3,0,1,0,RandD,low
0.95,0.98,5,155,3,0,0,0,accounting,low
0.7,0.89,3,183,5,0,1,0,support,low
0.77,0.83,4,231,2,0,0,0,management,medium
0.37,0.53,2,140,3,0,1,0,management,medium
0.82,0.97,5,263,5,0,1,0,hr,medium
0.37,0.51,2,154,3,1,1,0,sales,low
0.46,0.52,2,131,3,0,1,0,RandD,low
0.45,0.57,2,134,3,0,1,0,hr,low
0.38,0.54,2,143,3,0,1,0,sales,low
0.58,0.84,5,228,3,0,0,0,product_mng,medium
0.44,0.49,2,127,3,1,1,0,sales,low
0.49,1,3,176,3,0,0,0,support,medium
0.37,0.5,2,154,3,0,1,0,hr,medium
0.39,0.56,2,133,3,0,1,0,technical,low
0.77,0.89,5,243,5,0,1,0,technical,low
0.42,0.57,2,159,3,0,1,0,hr,low
0.42,0.5,2,128,3,0,1,0,accounting,high
0.11,0.91,5,291,4,0,1,0,technical,low
0.4,0.48,2,139,3,0,1,0,technical,low
0.39,0.5,2,147,3,0,1,0,marketing,low
0.38,0.54,2,157,3,0,1,0,marketing,medium
0.38,0.49,2,127,3,0,1,0,support,medium
0.81,0.57,3,224,2,0,0,0,hr,medium
0.4,0.54,2,139,3,0,1,0,marketing,low
0.51,0.83,5,249,4,0,1,0,technical,medium
0.67,0.64,3,198,2,1,0,0,management,medium
0.37,0.46,2,134,3,0,1,0,product_mng,medium
0.53,0.75,6,192,6,0,0,0,hr,medium
0.45,0.64,3,169,10,0,0,0,IT,medium
0.75,0.59,5,149,4,0,0,0,sales,medium
0.45,0.48,2,149,3,0,1,0,support,low
0.1,0.94,6,297,5,0,1,0,marketing,low
0.44,0.53,2,146,3,0,1,0,marketing,low
0.95,0.79,4,174,3,0,0,0,accounting,low
0.57,0.99,3,222,3,1,0,1,management,low
0.14,1,5,174,5,0,0,0,sales,medium
0.82,0.99,5,252,3,1,0,0,RandD,low
0.1,0.77,5,252,4,0,1,0,technical,medium
0.89,0.83,3,164,3,0,0,0,IT,low
0.37,0.53,2,143,3,0,1,0,support,low
0.45,0.53,2,129,3,0,1,0,technical,high
0.86,0.58,4,211,4,0,0,0,sales,medium
0.75,0.98,4,245,5,0,1,0,management,low
0.11,0.87,6,264,4,0,1,0,support,medium
0.56,0.76,4,189,2,0,0,0,support,low
0.42,0.56,2,146,3,0,1,0,RandD,low
0.86,1,5,227,5,0,1,0,technical,medium
0.38,0.55,2,148,3,0,1,0,support,low
0.4,0.48,2,155,3,0,1,0,support,low
0.77,0.61,5,146,3,0,0,0,support,low
0.64,0.61,5,249,3,1,0,0,support,medium
0.37,0.46,2,130,3,1,1,0,technical,medium
0.1,0.93,6,289,4,1,1,0,support,low
0.42,0.47,2,139,3,1,1,0,IT,medium
0.39,0.53,2,127,3,0,1,0,sales,medium
0.85,0.82,5,264,6,0,1,0,technical,medium
0.11,0.89,6,309,4,0,1,0,support,medium
0.84,0.92,4,234,5,0,1,0,sales,low
0.11,0.97,6,310,4,0,1,0,accounting,medium
0.97,0.68,3,167,3,0,0,0,sales,low
0.1,0.89,6,247,4,0,1,0,technical,low
0.5,1,4,258,3,0,0,0,sales,medium
0.85,0.82,6,141,5,0,0,0,RandD,low
0.87,0.52,4,140,3,0,0,0,product_mng,medium
0.63,0.5,3,140,2,0,0,0,sales,high
0.43,0.45,2,140,3,0,1,0,sales,low
0.57,0.91,4,224,10,0,0,0,sales,medium
0.37,0.55,2,159,3,0,1,0,support,medium
0.45,0.5,2,157,3,0,1,0,marketing,medium
0.1,0.92,7,253,4,1,1,0,support,low
0.99,0.81,5,180,3,1,0,0,technical,medium
0.41,0.48,2,155,3,0,1,0,marketing,low
0.76,0.74,3,183,3,0,0,0,sales,medium
0.47,0.56,4,226,3,0,0,0,marketing,low
0.12,0.8,5,136,2,0,1,0,technical,low
0.41,0.47,2,131,3,0,1,0,marketing,medium
0.54,0.73,2,100,3,0,0,0,IT,low
0.47,0.76,6,174,10,0,0,0,IT,medium
0.74,0.71,3,206,3,0,0,0,management,high
0.96,0.84,3,147,8,0,0,0,accounting,medium
0.37,0.48,2,159,3,0,1,0,sales,low
0.66,0.77,2,171,2,0,0,0,technical,medium
0.46,0.5,2,141,3,0,1,0,sales,low
0.73,0.87,5,252,5,0,1,0,RandD,low
0.36,0.55,2,134,3,0,1,0,support,low
0.11,0.85,6,305,4,0,1,0,accounting,medium
0.1,0.81,6,252,4,0,1,0,hr,low
0.87,0.83,5,267,5,0,1,0,RandD,low
0.85,0.6,3,182,3,0,0,0,IT,medium
0.74,0.94,4,157,2,0,0,0,sales,medium
0.88,0.59,5,230,3,0,0,0,support,medium
0.96,0.62,4,253,7,0,0,0,sales,medium
0.74,0.84,5,249,5,0,1,0,product_mng,medium
0.48,0.69,4,222,2,0,0,0,technical,medium
0.72,0.92,3,242,8,0,0,0,sales,medium
0.76,0.8,5,229,2,0,0,0,marketing,medium
0.09,0.93,6,296,4,0,1,0,technical,medium
0.43,0.55,2,130,3,0,1,0,support,high
0.49,0.57,3,192,3,0,0,0,technical,medium
0.1,0.86,6,247,4,0,1,0,sales,medium
0.37,0.45,2,160,3,0,1,0,marketing,medium
0.09,0.85,6,260,4,0,1,0,support,medium
0.53,0.59,4,259,3,0,0,0,sales,low
0.89,0.71,5,194,3,0,0,0,hr,low
0.44,0.5,2,128,3,0,1,0,support,low
0.87,0.87,5,207,2,0,0,0,sales,high
0.1,0.84,6,261,4,0,1,0,accounting,medium
0.83,0.95,5,230,5,0,1,0,IT,medium
0.45,0.57,2,158,3,0,1,0,sales,low
0.38,0.5,2,152,3,0,1,0,sales,high
0.11,0.85,6,295,4,0,1,0,technical,low
0.56,0.9,4,115,3,0,0,0,technical,medium
0.82,0.97,3,244,5,0,0,0,sales,medium
0.54,0.95,3,221,3,0,0,0,support,medium
0.84,0.75,4,135,3,0,0,1,RandD,medium
0.79,0.57,3,250,3,0,0,0,sales,low
0.11,0.93,5,140,5,0,1,0,hr,medium
0.92,0.61,4,143,8,0,0,0,sales,low
0.77,0.85,5,276,5,0,1,0,support,medium
0.1,0.92,6,285,4,0,1,0,technical,low
0.89,1,4,260,5,0,1,0,RandD,low
0.51,0.8,3,218,2,1,0,0,support,low
0.11,0.95,7,269,5,0,1,0,sales,medium
0.86,0.99,3,169,2,1,0,0,sales,low
0.48,0.84,4,228,3,0,0,0,technical,medium
0.12,0.87,4,244,5,0,0,0,sales,low
0.49,0.52,4,161,7,0,0,0,management,high
0.84,0.66,3,209,2,0,0,0,sales,low
0.13,0.8,5,203,5,0,0,0,sales,medium
0.1,0.77,6,280,4,0,1,0,sales,medium
0.76,0.59,3,191,4,0,0,0,marketing,medium
0.53,0.92,3,207,4,1,0,0,sales,low
0.66,0.95,3,133,3,0,0,0,marketing,low
0.44,0.53,2,159,3,0,1,0,sales,low
0.1,0.91,6,287,4,0,1,0,technical,low
0.46,0.48,2,141,3,1,1,0,sales,low
0.91,0.63,4,240,3,0,0,0,accounting,low
0.12,0.49,4,191,5,0,0,0,IT,low
0.84,0.83,5,238,5,0,1,0,IT,low
0.51,0.79,5,267,3,0,0,0,technical,medium
0.09,0.92,6,261,4,0,1,0,IT,medium
0.94,0.9,2,263,3,0,0,0,RandD,low
0.65,0.86,2,181,2,0,1,0,support,low
0.32,0.58,5,271,5,0,1,0,sales,high
0.36,0.5,2,147,3,0,1,0,technical,medium
0.66,0.75,5,227,3,1,0,0,sales,medium
0.91,1,5,244,6,0,1,0,hr,low
0.11,0.97,6,289,5,0,1,0,support,medium
0.38,0.47,2,140,3,1,1,0,IT,low
0.95,0.74,5,243,6,0,0,0,management,medium
0.43,0.57,2,131,3,1,1,0,support,medium
0.83,0.93,4,261,2,0,0,0,support,medium
0.22,0.88,4,213,3,1,0,0,technical,medium
0.63,0.59,5,224,3,0,0,0,sales,low
0.1,0.93,6,288,4,0,1,0,sales,medium
0.43,0.75,3,108,2,0,0,0,technical,low
0.77,0.58,4,202,3,0,0,0,sales,medium
0.09,0.92,7,254,4,0,1,0,sales,medium
0.32,0.6,2,280,4,0,1,0,technical,low
0.45,0.52,2,160,3,0,1,0,sales,low
0.98,0.8,4,134,2,1,0,0,support,medium
0.58,0.76,4,197,5,0,0,0,sales,low
0.82,0.49,5,210,3,0,0,0,management,high
0.4,0.5,2,135,3,0,1,0,sales,medium
0.11,0.88,7,275,4,0,1,0,support,low
0.84,0.78,4,263,3,0,0,0,IT,low
0.65,0.93,4,270,2,0,0,0,sales,medium
0.9,0.92,3,152,3,0,0,0,accounting,low
0.71,0.53,4,196,2,1,0,0,sales,low
0.11,0.87,6,291,4,0,1,0,product_mng,low
0.24,0.63,4,203,5,0,0,0,technical,low
0.9,0.81,5,264,5,0,1,0,IT,medium
0.11,0.91,6,308,4,1,1,0,IT,low
0.43,0.46,2,149,3,0,1,0,technical,medium
0.76,0.79,3,247,3,0,0,0,sales,low
0.77,0.93,4,171,2,0,0,0,hr,medium
0.41,0.45,2,144,3,1,1,0,product_mng,low
0.44,0.47,2,156,3,1,1,0,sales,medium
0.87,0.58,4,212,3,0,0,0,sales,low
0.42,0.5,2,155,3,0,1,0,hr,low
0.43,0.53,2,148,3,0,1,0,sales,medium
0.29,0.38,5,191,5,0,0,0,management,medium
0.11,0.98,6,250,4,0,1,0,sales,medium
0.73,0.49,4,243,2,0,0,0,technical,low
0.66,0.9,4,177,7,0,0,0,sales,low
0.81,0.98,5,245,5,0,1,0,IT,low
0.87,0.9,5,254,6,0,1,0,support,low
0.61,0.95,5,233,3,0,0,0,technical,medium
0.49,0.71,4,178,8,0,0,0,IT,medium
0.35,0.52,5,244,3,0,0,0,hr,low
0.11,0.85,6,308,5,0,1,0,sales,medium
0.09,0.89,6,276,4,0,1,0,technical,low
0.44,0.46,2,153,3,0,1,0,hr,low
0.91,0.92,4,246,5,0,1,0,sales,low
0.8,0.83,2,211,3,0,1,0,support,low
0.86,0.89,4,153,4,0,0,0,sales,low
0.25,0.83,3,257,5,1,0,0,technical,medium
0.73,0.67,2,139,8,0,0,0,sales,medium
0.8,0.58,4,172,3,0,0,0,support,medium
0.41,0.52,2,132,3,0,1,0,RandD,low
0.59,0.65,5,161,2,0,0,0,support,medium
0.83,0.79,4,143,3,0,0,0,RandD,low
0.5,0.96,4,147,3,0,0,0,sales,low
0.6,0.5,3,274,3,0,0,0,support,medium
0.17,0.76,4,171,5,0,0,0,product_mng,low
0.11,0.84,6,251,4,0,1,0,technical,medium
0.54,0.69,3,141,4,0,0,0,sales,low
0.64,0.66,5,157,2,0,0,0,product_mng,low
0.4,0.52,2,136,3,0,1,0,sales,medium
0.37,0.55,2,152,3,0,1,0,technical,medium
0.78,0.5,5,247,4,0,0,0,product_mng,medium
0.39,0.54,2,131,3,0,1,0,marketing,low
0.37,0.54,2,157,3,0,1,0,support,low
0.79,0.58,5,165,3,0,0,0,support,low
0.87,0.84,5,137,2,0,0,0,product_mng,low
0.11,0.97,7,310,4,0,1,0,support,medium
0.45,0.51,2,156,3,0,1,0,sales,medium
0.65,0.55,3,156,5,0,0,0,marketing,low
0.38,0.54,2,128,3,0,1,0,technical,low
0.5,0.49,4,222,3,0,0,0,management,high
0.88,0.88,4,222,3,1,0,1,sales,medium
0.74,0.97,5,238,5,0,1,0,IT,low
0.91,0.76,5,152,3,0,0,0,accounting,low
0.73,0.62,3,218,3,0,0,0,accounting,medium
0.56,0.86,5,252,2,0,1,0,IT,medium
0.76,0.51,4,242,3,0,0,0,sales,medium
0.21,0.82,4,207,5,0,0,0,technical,high
0.82,0.8,5,205,3,0,0,0,IT,low
